50	0.320430107527	0.31935483871	0.320430107527	0.331182795699	0.308602150538	0.270967741935 10000 0.47
100	0.325806451613	0.327956989247	0.337634408602	0.333333333333	0.332258064516	0.308602150538 0 0.47
250	0.315053763441	0.325806451613	0.330107526882	0.367741935484	0.355913978495	0.343010752688
500	0.338709677419	0.338709677419	0.356989247312	0.366666666667	0.378494623656	0.37311827957
1000	0.360215053763	0.37311827957	0.378494623656	0.386021505376	0.4	0.382795698925
2000	0.349462365591	0.354838709677	0.367741935484	0.378494623656	0.396774193548	0.376344086022
3000	0.35376344086	0.354838709677	0.38064516129	0.395698924731	0.401075268817	0.397849462366
5000	0.354838709677	0.35376344086	0.368817204301	0.378494623656	0.397849462366	0.388172043011
7000	0.34623655914	0.356989247312	0.364516129032	0.379569892473	0.39247311828	0.405376344086
10000	0.352688172043	0.35376344086	0.370967741935	0.396774193548	0.421505376344	0.4
